CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Ct,Avg_Utilization_Ratio,Quarter,Year
719091333,Existing Customer,52,M,0,Graduate,Married,$60K - $80K,Gold,48,3,6,2,22720,428,21927,73,0.02,none,2019
719106783,Existing Customer,52,M,5,Graduate,Married,$40K - $60K,Blue,41,4,1,4,4103,1972,2131,118,0.481,none,2018
719106783,Existing Customer,52,M,5,Graduate,Married,$40K - $60K,Blue,53,4,3,4,4103,443,2131,110,0.11,none,2019
719169783,Existing Customer,52,F,2,College,Married,$40K - $60K,Silver,55,3,2,3,6897,1224,6257,65,0.18,none,2019
719169783,Existing Customer,52,F,2,College,Married,$40K - $60K,Silver,43,3,3,3,6897,640,6257,57,0.093,none,2018
719192808,Existing Customer,52,M,3,Graduate,Married,$40K - $60K,Blue,36,2,1,1,3168,2147,1021,71,0.678,none,2018
719192808,Existing Customer,52,M,3,Graduate,Married,$40K - $60K,Blue,48,2,1,1,3168,353,1021,86,0.11,none,2019
719248158,Existing Customer,52,M,2,High School,Divorced,$60K - $80K,Silver,42,1,3,2,7261,1443,5818,108,0.199,none,2018
719248158,Existing Customer,52,M,2,High School,Divorced,$60K - $80K,Silver,54,1,3,2,7261,1028,5818,81,0.14,none,2019
719327808,Existing Customer,52,F,2,College,Married,Less than $40K,Blue,48,5,0,2,4006,1025,1489,61,0.26,none,2019
719327808,Existing Customer,52,F,2,College,Married,Less than $40K,Blue,36,5,1,2,4006,2517,1489,34,0.628,none,2018
719414658,Existing Customer,52,F,0,College,Single,$40K - $60K,Silver,36,3,4,1,12366,0,12366,76,0,none,2018
719414658,Existing Customer,52,F,0,College,Single,$40K - $60K,Silver,48,3,4,1,12366,328,12366,114,0.03,none,2019
719459358,Existing Customer,52,M,1,Graduate,Married,$120K +,Platinum,41,4,2,2,33864,989,32875,48,0.029,none,2018
719459358,Attrited Customer,52,M,1,Graduate,Married,$120K +,Platinum,53,4,2,2,33864,1180,32875,84,0.03,Q2,2019
719464758,Attrited Customer,52,F,1,College,Single,Less than $40K,Blue,55,5,0,3,2000,831,834.3,122,0.42,Q2,2019
719464758,Existing Customer,52,F,1,College,Single,Less than $40K,Blue,43,5,2,3,1438.3,604,834.3,83,0.42,none,2018
719465733,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,56,6,2,3,2971,969,2971,44,0.33,none,2019
719465733,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,44,6,3,3,2971,0,2971,63,0,none,2018
719493858,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,43,5,2,2,8203,654,7549,63,0.08,none,2018
719493858,Attrited Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,55,5,6,2,8203,554,7549,97,0.07,Q4,2019
719506983,Existing Customer,52,M,3,Graduate,Married,$80K - $120K,Gold,42,5,2,4,17302,1339,15963,30,0.077,none,2018
719506983,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Gold,54,5,4,4,17302,572,15963,35,0.03,Q3,2019
719525358,Existing Customer,52,M,0,Graduate,Single,$60K - $80K,Silver,43,4,3,3,8133,1942,6191,76,0.239,none,2018
719525358,Attrited Customer,52,M,0,Graduate,Single,$60K - $80K,Silver,55,4,4,3,8133,265,6191,70,0.03,Q3,2019
719570733,Existing Customer,52,M,2,High School,Single,Less than $40K,Blue,51,3,3,3,1629,365,651,95,0.22,none,2019
719570733,Existing Customer,52,M,2,High School,Single,Less than $40K,Blue,39,3,2,3,1629,978,651,83,0.6,none,2018
719633508,Existing Customer,52,F,1,Uneducated,Married,Less than $40K,Blue,51,3,2,1,1663,750,1663,104,0.45,none,2019
719633508,Existing Customer,52,F,1,Uneducated,Married,Less than $40K,Blue,39,3,1,1,1663,0,1663,86,0,none,2018
719654283,Existing Customer,52,F,2,Graduate,Married,$60K - $80K,Gold,54,3,5,2,19220,333,19220,75,0.02,none,2019
719654283,Existing Customer,52,F,2,Graduate,Married,$60K - $80K,Gold,42,3,3,2,19220,0,19220,81,0,none,2018
719713683,Existing Customer,52,F,0,College,Single,$40K - $60K,Silver,37,6,2,2,7608,2373,5235,81,0.312,none,2018
719713683,Existing Customer,52,F,0,College,Single,$40K - $60K,Silver,49,6,3,2,7608,939,5235,28,0.12,none,2019
719745558,Existing Customer,52,M,0,Graduate,Single,$60K - $80K,Silver,36,4,2,2,9137,1729,7408,77,0.189,none,2018
719745558,Existing Customer,52,M,0,Graduate,Single,$60K - $80K,Silver,48,4,4,2,9137,1226,7408,32,0.13,none,2019
719845908,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,2,1,3,3240,0,3240,83,0,none,2018
719845908,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,48,2,4,3,3240,480,3240,52,0.15,none,2019
719884983,Existing Customer,52,M,2,Graduate,Single,Less than $40K,Blue,56,3,3,2,1538,1001,872,61,0.65,none,2019
719884983,Existing Customer,52,M,2,Graduate,Single,Less than $40K,Blue,44,3,4,2,1538,666,872,64,0.433,none,2018
719912808,Existing Customer,52,M,2,High School,Single,$60K - $80K,Silver,39,3,3,4,14973,0,14973,72,0,none,2018
719912808,Attrited Customer,52,M,2,High School,Single,$60K - $80K,Silver,51,3,6,4,14973,674,14973,33,0.05,Q3,2019
720169383,Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,41,3,1,1,3224,2111,1113,74,0.655,none,2018
720169383,Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,53,3,6,1,3224,1481,1113,31,0.46,none,2019
720205608,Existing Customer,52,F,1,College,Married,Less than $40K,Blue,48,6,3,1,4222,1074,4222,118,0.25,none,2019
720205608,Existing Customer,52,F,1,College,Married,Less than $40K,Blue,36,6,1,1,4222,0,4222,77,0,none,2018
720214833,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Platinum,52,3,3,3,34516,1126,32339,89,0.03,none,2019
720214833,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Platinum,40,3,3,3,34516,2177,32339,23,0.063,none,2018
720219633,Existing Customer,52,F,0,Graduate,Single,$40K - $60K,Blue,42,4,3,2,2723,1544,1179,70,0.567,none,2018
720219633,Existing Customer,52,F,0,Graduate,Single,$40K - $60K,Blue,54,4,2,2,2723,685,1179,57,0.25,none,2019
720301458,Existing Customer,52,M,1,College,Divorced,$120K +,Gold,38,3,1,2,19709,1924,17785,64,0.098,none,2018
720301458,Existing Customer,52,M,1,College,Divorced,$120K +,Gold,50,3,0,2,19709,1103,17785,73,0.06,none,2019
720322008,Existing Customer,52,F,2,College,Married,Less than $40K,Blue,15,4,2,1,1438.3,834,604.3,82,0.58,none,2018
720322008,Existing Customer,52,F,2,College,Married,Less than $40K,Blue,27,4,5,1,2000,1198,604.3,35,0.6,none,2019
720467583,Existing Customer,52,M,1,Graduate,Single,$80K - $120K,Platinum,46,3,3,2,34516,2517,31999,67,0.073,none,2018
720467583,Existing Customer,52,M,1,Graduate,Single,$80K - $120K,Platinum,58,3,6,2,34516,1079,31999,59,0.03,none,2019
720474408,Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Silver,41,1,2,2,9298,1898,7400,87,0.204,none,2018
720474408,Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Silver,53,1,6,2,9298,973,7400,42,0.1,none,2019
720482583,Existing Customer,52,F,1,College,Married,$40K - $60K,Silver,43,3,3,1,10431,2163,8268,69,0.207,none,2018
720482583,Existing Customer,52,F,1,College,Married,$40K - $60K,Silver,55,3,1,1,10431,344,8268,59,0.03,none,2019
720670458,Existing Customer,52,F,2,College,Single,$40K - $60K,Blue,57,3,5,3,3476,1131,1916,57,0.33,none,2019
720670458,Existing Customer,52,F,2,College,Single,$40K - $60K,Blue,45,3,1,3,3476,1560,1916,58,0.449,none,2018
720690933,Attrited Customer,52,M,4,High School,Married,$40K - $60K,Blue,51,5,3,3,2641,731,1057,120,0.28,Q4,2019
720690933,Existing Customer,52,M,4,High School,Married,$40K - $60K,Blue,39,5,1,3,2641,1584,1057,67,0.6,none,2018
720746208,Existing Customer,52,M,1,Graduate,Married,$40K - $60K,Blue,43,6,1,1,2689,2077,612,33,0.772,none,2018
720746208,Attrited Customer,52,M,1,Graduate,Married,$40K - $60K,Blue,55,6,1,1,2689,930,612,112,0.35,Q2,2019
720768258,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,46,5,4,1,2996,1306,849,59,0.44,none,2019
720768258,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,34,5,2,1,2996,2147,849,66,0.717,none,2018
720859533,Existing Customer,52,F,2,High School,Single,$40K - $60K,Silver,39,2,1,1,12214,2379,9835,105,0.195,none,2018
720859533,Attrited Customer,52,F,2,High School,Single,$40K - $60K,Silver,51,2,6,1,12214,1470,9835,96,0.12,Q3,2019
720879708,Existing Customer,52,M,2,College,Married,$80K - $120K,Gold,44,3,2,4,28186,1308,26878,64,0.046,none,2018
720879708,Existing Customer,52,M,2,College,Married,$80K - $120K,Gold,56,3,4,4,28186,1377,26878,110,0.05,none,2019
720968583,Existing Customer,52,F,2,Graduate,Married,$80K - $120K,Gold,45,3,1,2,29551,2095,27456,63,0.071,none,2018
720968583,Existing Customer,52,F,2,Graduate,Married,$80K - $120K,Gold,57,3,3,2,29551,1389,27456,52,0.05,none,2019
720998358,Existing Customer,52,M,0,Graduate,Single,$120K +,Platinum,41,3,3,1,34516,1043,33473,38,0.03,none,2018
720998358,Existing Customer,52,M,0,Graduate,Single,$120K +,Platinum,53,3,0,1,34516,1306,33473,40,0.04,none,2019
721029858,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,36,2,1,2,2166,1458,708,109,0.673,none,2018
721029858,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,48,2,2,2,2166,290,708,72,0.13,none,2019
721111233,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Silver,43,6,3,3,11964,800,11164,85,0.067,none,2018
721111233,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Silver,55,6,3,3,11964,296,11164,91,0.02,none,2019
721145433,Existing Customer,52,F,0,High School,Single,$40K - $60K,Silver,36,3,2,2,11280,1523,9757,128,0.135,none,2018
721145433,Existing Customer,52,F,0,High School,Single,$40K - $60K,Silver,48,3,1,2,11280,1195,9757,37,0.11,none,2019
721156758,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Gold,44,1,2,1,23889,603,23286,124,0.025,none,2018
721156758,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Gold,56,1,3,1,23889,966,23286,56,0.04,none,2019
721247883,Existing Customer,52,M,2,College,Married,$80K - $120K,Gold,41,4,2,3,16207,922,15285,83,0.057,none,2018
721247883,Existing Customer,52,M,2,College,Married,$80K - $120K,Gold,53,4,3,3,16207,1426,15285,64,0.09,none,2019
721393083,Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Silver,45,5,3,1,6053,577,5476,64,0.095,none,2018
721393083,Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Silver,57,5,1,1,6053,549,5476,59,0.09,none,2019
721425558,Existing Customer,52,M,2,Graduate,Single,$60K - $80K,Silver,37,2,3,2,14543,0,14543,37,0,none,2018
721425558,Existing Customer,52,M,2,Graduate,Single,$60K - $80K,Silver,49,2,0,2,14543,823,14543,111,0.06,none,2019
721445658,Existing Customer,52,F,2,College,Single,$40K - $60K,Silver,46,3,5,3,6265,1016,4588,58,0.16,none,2019
721445658,Existing Customer,52,F,2,College,Single,$40K - $60K,Silver,34,3,3,3,6265,1677,4588,89,0.268,none,2018
721462458,Existing Customer,52,F,3,Graduate,Married,$80K - $120K,Gold,42,3,2,1,23858,1179,22679,69,0.049,none,2018
721462458,Existing Customer,52,F,3,Graduate,Married,$80K - $120K,Gold,54,3,1,1,23858,1316,22679,97,0.06,none,2019
721479108,Existing Customer,52,M,1,Graduate,Single,$60K - $80K,Silver,41,1,1,3,12764,0,12764,64,0,none,2018
721479108,Existing Customer,52,M,1,Graduate,Single,$60K - $80K,Silver,53,1,5,3,12764,1055,12764,90,0.08,none,2019
708241233,Attrited Customer,52,F,1,High School,Married,Less than $40K,Blue,47,3,3,2,2972,0,2972,25,0,Q4,2018
708276183,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,45,2,4,1,1760,0,1760,35,0,Q2,2018
721529583,Existing Customer,52,M,3,College,Married,$60K - $80K,Silver,41,6,3,3,4642,2413,2229,72,0.52,none,2018
721529583,Existing Customer,52,M,3,College,Married,$60K - $80K,Silver,53,6,5,3,4642,1287,2229,92,0.28,none,2019
708867408,Attrited Customer,52,M,2,Graduate,Married,$60K - $80K,Gold,40,3,4,2,23128,1958,21170,35,0.085,Q3,2018
708888633,Attrited Customer,52,M,3,High School,Married,Less than $40K,Blue,36,2,3,3,3022,895,2127,38,0.296,Q2,2018
737967708,Attrited Customer,52,F,1,High School,Married,Less than $40K,Blue,57,5,6,1,1611,405,673,56,0.25,Q3,2019
737967708,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,5,1,1,1611,938,673,86,0.582,none,2018
709143183,Attrited Customer,52,F,2,High School,Married,Less than $40K,Blue,43,3,2,4,1822,1605,217,39,0.881,Q4,2018
709362033,Attrited Customer,52,F,1,Graduate,Married,Less than $40K,Blue,42,1,5,3,1471,0,1471,48,0,Q4,2018
709660233,Attrited Customer,52,M,1,College,Married,$40K - $60K,Blue,44,1,2,4,3526,2429,1097,63,0.689,Q4,2018
709977933,Attrited Customer,52,M,5,Graduate,Married,$60K - $80K,Silver,44,2,3,4,9959,199,9760,60,0.02,Q2,2018
710081208,Attrited Customer,52,M,4,Graduate,Divorced,$60K - $80K,Blue,32,4,3,1,4935,0,4935,64,0,Q4,2018
749211483,Existing Customer,52,F,0,College,Married,$40K - $60K,Silver,45,4,2,1,4597,1905,2692,67,0.414,none,2018
749211483,Existing Customer,52,F,0,College,Married,$40K - $60K,Silver,57,4,4,1,4597,1181,2692,86,0.26,none,2019
710155983,Attrited Customer,52,M,1,Graduate,Single,$40K - $60K,Silver,36,3,3,4,4826,0,4826,62,0,Q4,2018
710278458,Attrited Customer,52,M,2,College,Single,$60K - $80K,Silver,43,4,3,3,11617,2517,9100,43,0.217,Q2,2018
711666708,Attrited Customer,52,F,2,High School,Married,$40K - $60K,Blue,39,1,3,4,2233,1790,443,50,0.802,Q4,2018
711791583,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,40,1,2,2,2317,0,2317,19,0,Q2,2018
712434708,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,39,5,3,2,3302,2517,785,47,0.762,Q2,2018
753642933,Attrited Customer,52,F,1,High School,Married,$40K - $60K,Blue,57,3,2,0,2728,628,1363,100,0.23,Q2,2019
753642933,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,45,3,3,0,2728,1365,1363,83,0.5,none,2018
712448658,Attrited Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,2,1795,0,1795,55,0,Q3,2018
712715208,Attrited Customer,52,M,1,High School,Single,$40K - $60K,Blue,44,1,3,2,3770,0,3770,51,0,Q3,2018
714276408,Attrited Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,36,2,3,3,1915,1445,470,39,0.755,Q3,2018
755273658,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,45,3,3,3,2548,1683,865,54,0.661,none,2018
755273658,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,57,3,2,3,2548,1273,865,113,0.5,none,2019
714342033,Attrited Customer,52,M,0,Graduate,Single,$120K +,Platinum,34,2,3,1,34516,0,34516,56,0,Q3,2018
714967233,Attrited Customer,52,M,2,Graduate,Married,$60K - $80K,Silver,34,3,2,3,11188,0,11188,47,0,Q2,2018
715222533,Attrited Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,36,5,3,3,2566,1079,1487,36,0.42,Q2,2018
715366083,Attrited Customer,52,F,0,Uneducated,Single,Less than $40K,Blue,36,2,2,3,1438.3,978,460.3,33,0.68,Q2,2018
756571983,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,48,6,6,3,2000,1448,917,67,0.72,none,2019
756944133,Existing Customer,52,F,4,Graduate,Married,$40K - $60K,Blue,45,1,1,3,3705,2168,1537,89,0.585,none,2018
756944133,Attrited Customer,52,F,4,Graduate,Married,$40K - $60K,Blue,57,1,1,3,3705,530,1537,109,0.14,Q4,2019
715622508,Attrited Customer,52,M,2,College,Married,$60K - $80K,Silver,41,6,4,3,7904,0,7904,32,0,Q4,2018
715732533,Attrited Customer,52,M,4,Graduate,Married,$60K - $80K,Silver,36,4,1,3,9375,1625,7750,51,0.173,Q3,2018
757266933,Existing Customer,52,M,2,College,Married,$60K - $80K,Silver,45,4,1,4,11819,929,10890,46,0.079,none,2018
757266933,Attrited Customer,52,M,2,College,Married,$60K - $80K,Silver,57,4,0,4,11819,348,10890,46,0.03,Q1,2019
715799808,Attrited Customer,52,M,0,High School,Single,$40K - $60K,Blue,39,4,3,2,3764,0,3764,69,0,Q4,2018
757594083,Existing Customer,52,F,1,Graduate,Married,$80K - $120K,Gold,45,2,4,0,23486,0,23486,74,0,none,2018
757594083,Existing Customer,52,F,1,Graduate,Married,$80K - $120K,Gold,57,2,0,0,23486,1283,23486,120,0.05,none,2019
757634583,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,57,4,6,1,2261,1307,1134,86,0.58,none,2019
757634583,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,45,4,3,1,2261,1127,1134,68,0.498,none,2018
716199408,Attrited Customer,52,F,2,College,Single,$40K - $60K,Blue,41,2,3,3,3608,2517,1091,53,0.698,Q3,2018
716331408,Attrited Customer,52,F,4,High School,Married,$40K - $60K,Blue,36,1,4,5,2143,0,2143,36,0,Q4,2018
718376583,Attrited Customer,52,M,2,Graduate,Divorced,$80K - $120K,Platinum,44,4,3,2,34516,751,33765,40,0.022,Q3,2018
718711158,Attrited Customer,52,M,3,Graduate,Married,$40K - $60K,Blue,36,1,2,3,3841,2517,1324,51,0.655,Q4,2018
719018208,Attrited Customer,52,F,0,College,Married,$40K - $60K,Silver,46,6,4,3,7210,0,7210,36,0,Q3,2018
758787333,Existing Customer,52,M,3,Graduate,Married,$80K - $120K,Gold,45,4,1,2,18096,2404,15692,68,0.133,none,2018
758787333,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Gold,57,4,5,2,18096,760,15692,83,0.04,Q3,2019
719326758,Attrited Customer,52,F,0,College,Married,Less than $40K,Blue,36,4,3,2,4353,1489,2864,85,0.342,Q4,2018
719612583,Attrited Customer,52,F,4,College,Divorced,$40K - $60K,Silver,42,4,4,1,12091,0,12091,74,0,Q4,2018
761240358,Existing Customer,52,F,2,High School,Single,$40K - $60K,Blue,57,5,0,2,2155,1420,936,108,0.66,none,2019
761240358,Existing Customer,52,F,2,High School,Single,$40K - $60K,Blue,45,5,2,2,2155,1219,936,77,0.566,none,2018
719847108,Attrited Customer,52,M,1,Graduate,Married,$40K - $60K,Silver,36,4,3,3,8455,2517,5938,73,0.298,Q3,2018
720122808,Attrited Customer,52,M,2,Graduate,Married,$80K - $120K,Platinum,35,4,4,3,33180,511,32669,14,0.015,Q2,2018
720142308,Attrited Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,4,2160,0,2160,56,0,Q4,2018
765584208,Existing Customer,52,F,3,College,Divorced,Less than $40K,Blue,30,3,2,1,2905,2079,826,84,0.716,none,2018
765584208,Attrited Customer,52,F,3,College,Divorced,Less than $40K,Blue,42,3,3,1,2905,1090,826,57,0.38,Q1,2019
720296808,Attrited Customer,52,F,3,College,Married,Less than $40K,Blue,39,3,3,2,4173,1771,2402,47,0.424,Q2,2018
720328983,Attrited Customer,52,F,5,Graduate,Married,$40K - $60K,Silver,36,4,3,3,9611,0,9611,64,0,Q4,2018
767093133,Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,45,2,2,1,3192,0,3192,80,0,none,2018
767093133,Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,57,2,6,1,3192,489,3192,64,0.15,none,2019
767197983,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,57,1,4,1,4209,276,4209,73,0.07,none,2019
767197983,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,45,1,1,1,4209,0,4209,83,0,none,2018
720731808,Attrited Customer,52,F,1,Graduate,Married,Less than $40K,Blue,38,2,3,4,2437,0,2437,53,0,Q3,2018
720815208,Attrited Customer,52,M,1,Graduate,Single,$120K +,Platinum,39,5,3,3,34516,216,34300,47,0.006,Q2,2018
720963258,Attrited Customer,52,F,3,College,Married,$40K - $60K,Blue,40,3,2,3,3474,0,3474,37,0,Q1,2018
720997383,Attrited Customer,52,M,1,Uneducated,Married,Less than $40K,Blue,36,2,3,3,1857,1833,24,17,0.987,Q3,2018
721527858,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,40,3,5,1,2003,1735,268,42,0.866,Q2,2018
758753283,Attrited Customer,52,M,1,Doctorate,Married,$120K +,Platinum,45,1,3,3,34516,550,33966,71,0.016,Q4,2018
767404083,Attrited Customer,52,M,2,Graduate,Single,$40K - $60K,Blue,45,2,3,3,3460,0,3460,47,0,Q4,2018
772073508,Attrited Customer,52,F,1,College,Single,Less than $40K,Blue,41,5,3,6,1764,0,1764,47,0,Q2,2018
772137183,Attrited Customer,52,M,2,Graduate,Married,$120K +,Gold,41,1,3,1,31668,810,30858,36,0.026,Q2,2018
778272408,Attrited Customer,52,M,1,Graduate,Divorced,$60K - $80K,Silver,42,4,4,2,5763,0,5763,48,0,Q3,2018
779348358,Attrited Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,37,5,3,4,1717,0,1717,46,0,Q2,2018
779931783,Attrited Customer,52,M,0,Graduate,Single,$120K +,Platinum,38,6,3,3,34516,0,34516,47,0,Q2,2018
788095158,Attrited Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,44,3,3,3,11606,0,11606,39,0,Q2,2018
793712658,Attrited Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,46,4,2,3,15011,2517,12494,36,0.168,Q1,2018
803796708,Attrited Customer,52,M,3,Graduate,Married,$60K - $80K,Silver,46,2,4,4,13354,0,13354,28,0,Q4,2018
805313808,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Silver,47,2,2,3,8018,134,7884,38,0.017,Q4,2018
805524708,Attrited Customer,52,F,3,High School,Divorced,$40K - $60K,Silver,47,3,3,1,6629,2517,4112,50,0.38,Q3,2018
809565183,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842,625,1217,43,0.339,Q1,2018
815851233,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Gold,47,6,1,3,19032,0,19032,42,0,Q3,2018
821149008,Attrited Customer,52,M,1,Graduate,Single,$80K - $120K,Platinum,48,6,2,4,34516,0,34516,40,0,Q2,2018
821768658,Attrited Customer,52,M,0,Graduate,Single,$60K - $80K,Silver,48,4,5,5,13114,2247,10867,51,0.171,Q2,2018
824140908,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Gold,48,5,3,4,20974,0,20974,27,0,Q2,2018
770762133,Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,38,2,1,2,3505,2517,988,79,0.718,none,2018
770762133,Attrited Customer,52,F,3,College,Married,$40K - $60K,Blue,50,2,5,2,3505,1419,988,98,0.4,Q3,2019
771163533,Existing Customer,52,F,1,Uneducated,Married,Less than $40K,Blue,51,3,3,1,2000,1036,803.3,37,0.52,none,2019
771163533,Existing Customer,52,F,1,Uneducated,Married,Less than $40K,Blue,39,3,2,1,1438.3,635,803.3,79,0.441,none,2018
771244383,Existing Customer,52,F,1,College,Single,$40K - $60K,Silver,39,1,2,1,8506,0,8506,113,0,none,2018
771244383,Attrited Customer,52,F,1,College,Single,$40K - $60K,Silver,51,1,0,1,8506,483,8506,105,0.06,Q2,2019
771403008,Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,Silver,40,4,1,3,7215,0,7215,75,0,none,2018
771403008,Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,Silver,52,4,0,3,7215,1476,7215,115,0.2,none,2019
771490833,Existing Customer,52,M,1,College,Single,$60K - $80K,Silver,40,5,1,1,4745,1227,3518,40,0.259,none,2018
771490833,Existing Customer,52,M,1,College,Single,$60K - $80K,Silver,52,5,4,1,4745,521,3518,76,0.11,none,2019
771534408,Existing Customer,52,F,2,College,Single,$40K - $60K,Blue,40,4,3,3,2783,2379,404,74,0.855,none,2018
771534408,Existing Customer,52,F,2,College,Single,$40K - $60K,Blue,52,4,0,3,2783,1430,404,121,0.51,none,2019
771819258,Existing Customer,52,M,1,College,Married,$40K - $60K,Blue,40,4,1,2,3614,0,3614,82,0,none,2018
771819258,Existing Customer,52,M,1,College,Married,$40K - $60K,Blue,52,4,6,2,3614,660,3614,55,0.18,none,2019
772346358,Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,53,2,4,2,1801,621,1801,109,0.34,none,2019
772346358,Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,41,2,1,2,1801,0,1801,79,0,none,2018
773988708,Attrited Customer,52,M,2,Post-Graduate,Married,$120K +,Platinum,55,1,2,2,34516,729,32928,76,0.02,Q2,2019
773988708,Existing Customer,52,M,2,Post-Graduate,Married,$120K +,Platinum,43,1,2,2,34516,1588,32928,81,0.046,none,2018
778228458,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,54,2,5,3,2510,1235,582,67,0.49,none,2019
778228458,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,42,2,3,3,2510,1928,582,70,0.768,none,2018
778255083,Attrited Customer,52,F,1,High School,Married,Less than $40K,Blue,54,5,3,3,3103,639,586,42,0.21,Q2,2019
778255083,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,42,5,3,3,3103,2517,586,80,0.811,none,2018
778375458,Existing Customer,52,M,3,College,Married,$80K - $120K,Gold,32,6,3,3,30820,1724,29096,75,0.056,none,2018
778375458,Existing Customer,52,M,3,College,Married,$80K - $120K,Gold,44,6,1,3,30820,715,29096,103,0.02,none,2019
778426608,Existing Customer,52,M,4,Graduate,Married,Less than $40K,Blue,44,4,2,3,1500,502,500,39,0.33,none,2019
778426608,Existing Customer,52,M,4,Graduate,Married,Less than $40K,Blue,32,4,3,3,1438.3,702,736.3,53,0.488,none,2018
778471758,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,49,1,3,3,2427,403,65,75,0.17,none,2019
778471758,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,37,1,3,3,2427,2362,65,85,0.973,none,2018
778486008,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,52,4,3,1,4223,1405,1988,92,0.33,none,2019
778486008,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,40,4,4,1,4223,2235,1988,62,0.529,none,2018
778712658,Existing Customer,52,F,0,Uneducated,Married,$40K - $60K,Blue,34,4,4,3,2001,960,1041,86,0.48,none,2018
778712658,Existing Customer,52,F,0,Uneducated,Married,$40K - $60K,Blue,46,4,2,3,2001,1010,1041,78,0.5,none,2019
778760808,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,39,4,1,3,8431,1862,6569,37,0.221,none,2018
778760808,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,51,4,2,3,8431,650,6569,96,0.08,none,2019
778857108,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,33,3,2,0,3900,0,3900,81,0,none,2018
